product_id	product_name	category	subcategory	brand	cost_price	order_count	units_sold	total_revenue	avg_selling_price	avg_profit_per_unit	total_profit	avg_discount_percent
689	HP Accessories Versatile mobile hub	Electronics	Accessories	HP	743.02	92	16512	27560340.45	1737.650000	1654.5127536196	15291594.21	5.49
327	HP Accessories Cloned discrete circuit	Electronics	Accessories	HP	682.71	86	14835	23262397.80	1596.070000	1559.2990697674	13134394.95	2.63
381	Microsoft Smartphones Fully-configurable transitional customer loyalty	Electronics	Smartphones	Microsoft	725.85	83	13800	22571485.85	1691.240000	1629.7455622530	12554755.85	4.76
579	Dell Gaming Organic secondary flexibility	Electronics	Gaming	Dell	688.35	75	13392	21589178.72	1659.980000	1603.0357111067	12370795.52	4.15
823	Sony Smartphones Streamlined coherent forecast	Electronics	Smartphones	Sony	715.33	83	13328	21229355.84	1641.670000	1585.2845983976	11695437.60	4.26
621	HP Accessories Reactive didactic infrastructure	Electronics	Accessories	HP	653.98	81	13924	20461911.54	1518.130000	1455.9666049383	11355894.02	4.66
991	Microsoft Smartphones User-centric 6thgeneration alliance	Electronics	Smartphones	Microsoft	679.74	82	13764	20186441.12	1518.650000	1456.9254471463	10830499.76	4.64
997	Apple Accessories Extended optimizing conglomeration	Electronics	Accessories	Apple	779.24	82	12430	19391526.59	1612.370000	1548.9292682927	9705573.39	4.35
871	Sony Tablets Front-line zero administration capacity	Electronics	Tablets	Sony	739.26	78	13224	19200308.40	1511.520000	1441.7113461538	9424334.16	5.76
234	HP Gaming Streamlined bandwidth-monitored system engine	Electronics	Gaming	HP	680.57	89	17408	18587328.08	1106.830000	1061.0428277191	6739965.52	5.08
217	Apple Gaming De-engineered client-driven model	Electronics	Gaming	Apple	743.09	74	11663	18581388.88	1648.670000	1582.5793243243	9914730.21	4.96
620	Samsung Gaming Grass-roots mission-critical installation	Electronics	Gaming	Samsung	719.34	78	11554	18557193.32	1670.890000	1596.8331196667	10245938.96	5.27
56	HP Accessories Adaptive intermediate forecast	Electronics	Accessories	HP	718.89	72	11655	18371749.20	1630.020000	1570.4079629583	9993086.25	5.08
384	Sony Laptops Secured bottom-line projection	Electronics	Laptops	Sony	776.21	81	13104	18245273.67	1436.040000	1382.7518930000	8073817.83	4.21
566	Dell Accessories Optimized dynamic ability	Electronics	Accessories	Dell	719.48	68	10300	17883169.00	1773.590000	1736.8767892206	10472525.00	3.10
8	Apple Gaming Expanded 24/7 process improvement	Electronics	Gaming	Apple	690.76	70	11556	17834602.68	1592.370000	1531.4812857143	9852180.12	4.71
754	HP Gaming Digitized real-time migration	Electronics	Gaming	HP	510.82	92	15498	17556436.98	1161.410000	1127.6232246413	9639748.62	3.37
801	Apple Gaming Open-architected fault-tolerant capacity	Electronics	Gaming	Apple	521.60	84	14605	17176164.53	1210.260000	1169.6947817500	9558196.53	3.87
651	Dell Tablets Exclusive value-added system engine	Electronics	Tablets	Dell	767.36	76	10404	16992302.40	1683.140000	1626.7734649211	9008688.96	3.98
572	Dell Gaming Profit-focused solution-oriented firmware	Electronics	Gaming	Dell	545.15	83	13098	16641552.98	1313.470000	1264.7769076265	9501178.28	4.37
category	product_count	order_count	units_sold	revenue	avg_price	avg_cost	total_profit	profit_margin_percent
Electronics	197	14565	2168807	1788791427.74	846.8568020305	446.924162	812177979.78	45.40
Home	194	14262	2117398	638303488.53	313.8045876289	165.292423	289359554.86	45.33
Sports	208	15266	2269656	482768895.84	219.7958173077	119.157548	211881511.68	43.89
Clothing	216	15829	2353781	364121382.41	158.4389351852	83.134907	165590013.51	45.48
Books	185	13689	2039757	89892714.50	45.4601081081	23.988865	40701789.52	45.28
546	Harper Educational User-centric even-keeled emulation	Books	0	106	2589.76	106.00	2589.76	3	High Velocity
620	Samsung Gaming Grass-roots mission-critical installation	Electronics	0	106	170249.48	106.00	170249.48	3	High Velocity
652	Microsoft Smartphones Face-to-face radical leverage	Electronics	0	106	173018.87	106.00	173018.87	3	High Velocity
677	Samsung Gaming Public-key full-range time-frame	Electronics	0	106	42950.18	106.00	42950.18	3	High Velocity
713	Target Garden Ergonomic system-worthy methodology	Home	0	106	3873.35	106.00	3873.35	3	High Velocity
786	Patagonia Team Sports Face-to-face optimizing software	Sports	0	106	14297.76	106.00	14297.76	3	High Velocity
793	Scholastic Children Cross-group bottom-line methodology	Books	0	106	2336.94	106.00	2336.94	3	High Velocity
796	McGraw Hill Non-Fiction Distributed leadingedge software	Books	0	106	5432.87	106.00	5432.87	3	High Velocity
933	Sony Smartphones Total encompassing model	Electronics	0	106	112220.84	106.00	112220.84	3	High Velocity
963	Adidas Outdoor Phased mobile system engine	Sports	0	106	48029.41	106.00	48029.41	3	High Velocity
967	West Elm Kitchen Vision-oriented directional matrix	Home	0	106	32877.29	106.00	32877.29	3	High Velocity
161	HP Laptops Upgradable grid-enabled open system	Electronics	0	105	94368.04	105.00	94368.04	3	High Velocity
181	IKEA Kitchen Open-source non-volatile policy	Home	0	105	21344.90	105.00	21344.90	3	High Velocity
197	Wayfair Furniture Diverse 4thgeneration pricing structure	Home	0	105	6590.94	105.00	6590.94	3	High Velocity
243	Dell Accessories Synergistic static open system	Electronics	0	105	20278.19	105.00	20278.19	3	High Velocity
308	Zara Womens Object-based maximized contingency	Clothing	0	105	25015.01	105.00	25015.01	3	High Velocity
316	REI Winter Extended methodical access	Sports	0	105	7955.89	105.00	7955.89	3	High Velocity
340	Sony Laptops Open-architected optimizing support	Electronics	0	105	41729.91	105.00	41729.91	3	High Velocity
439	Levis Shoes Face-to-face disintermediate adapter	Clothing	0	105	18959.69	105.00	18959.69	3	High Velocity
468	H&M Kids Open-source logistical algorithm	Clothing	0	105	8766.03	105.00	8766.03	3	High Velocity
516	Target Garden Synergized real-time array	Home	0	105	13479.05	105.00	13479.05	3	High Velocity
540	McGraw Hill Reference Horizontal high-level approach	Books	0	105	5484.17	105.00	5484.17	3	High Velocity
581	Penguin Reference Customizable 24hour knowledgebase	Books	0	105	3288.81	105.00	3288.81	3	High Velocity
597	Harper Children Proactive interactive circuit	Books	0	105	8003.02	105.00	8003.02	3	High Velocity
665	Wayfair Kitchen Quality-focused clear-thinking access	Home	0	105	54025.18	105.00	54025.18	3	High Velocity
678	Penguin Reference Fully-configurable upward-trending moderator	Books	0	105	1239.90	105.00	1239.90	3	High Velocity
688	Microsoft Laptops Extended homogeneous concept	Electronics	0	105	19194.40	105.00	19194.40	3	High Velocity
703	Zara Kids Balanced logistical structure	Clothing	0	105	19137.55	105.00	19137.55	3	High Velocity
735	Harper Non-Fiction Decentralized directional Graphic Interface	Books	0	105	4585.45	105.00	4585.45	3	High Velocity
769	Under Armour Outdoor Optional global ability	Sports	0	105	27312.89	105.00	27312.89	3	High Velocity
797	Scholastic Children Optional asynchronous moderator	Books	0	105	6792.21	105.00	6792.21	3	High Velocity
803	Target Decor Devolved web-enabled pricing structure	Home	0	105	21893.34	105.00	21893.34	3	High Velocity
813	Home Depot Decor Virtual bi-directional alliance	Home	0	105	9763.25	105.00	9763.25	3	High Velocity
836	Adidas Fitness Robust secondary service-desk	Sports	0	105	20460.98	105.00	20460.98	3	High Velocity
941	Dell Gaming De-engineered contextually-based infrastructure	Electronics	0	105	97812.30	105.00	97812.30	3	High Velocity
54	West Elm Kitchen Versatile zero tolerance functionalities	Home	0	104	11303.59	104.00	11303.59	3	High Velocity
86	Adidas Team Sports Upgradable web-enabled synergy	Sports	0	104	34674.95	104.00	34674.95	3	High Velocity
88	Target Kitchen Face-to-face eco-centric time-frame	Home	0	104	30386.85	104.00	30386.85	3	High Velocity
227	REI Fitness Switchable neutral challenge	Sports	0	104	5931.01	104.00	5931.01	3	High Velocity
240	Samsung Gaming Enhanced motivating benchmark	Electronics	0	104	71992.05	104.00	71992.05	3	High Velocity
253	Adidas Fitness Triple-buffered grid-enabled time-frame	Sports	0	104	31725.59	104.00	31725.59	3	High Velocity
284	McGraw Hill Non-Fiction Advanced regional structure	Books	0	104	4252.88	104.00	4252.88	3	High Velocity
335	REI Winter Fully-configurable zero-defect strategy	Sports	0	104	7933.02	104.00	7933.02	3	High Velocity
341	Wayfair Garden Realigned intangible installation	Home	0	104	15890.89	104.00	15890.89	3	High Velocity
393	Under Armour Fitness Intuitive radical synergy	Sports	0	104	41534.87	104.00	41534.87	3	High Velocity
426	Gap Kids Triple-buffered zero-defect conglomeration	Clothing	0	104	2735.92	104.00	2735.92	3	High Velocity
469	HP Tablets Quality-focused incremental capability	Electronics	0	104	116237.50	104.00	116237.50	3	High Velocity
508	McGraw Hill Reference Polarized fresh-thinking contingency	Books	0	104	5581.35	104.00	5581.35	3	High Velocity
511	Sony Smartphones Phased content-based collaboration	Electronics	0	104	173752.39	104.00	173752.39	3	High Velocity
533	Adidas Shoes Public-key asynchronous capability	Clothing	0	104	13406.02	104.00	13406.02	3	High Velocity
536	Levis Womens Enhanced optimizing challenge	Clothing	0	104	19451.20	104.00	19451.20	3	High Velocity
547	HP Tablets Exclusive high-level matrices	Electronics	0	104	63645.15	104.00	63645.15	3	High Velocity
548	McGraw Hill Non-Fiction Centralized fresh-thinking attitude	Books	0	104	5663.39	104.00	5663.39	3	High Velocity
602	Under Armour Winter Fundamental upward-trending implementation	Sports	0	104	30498.36	104.00	30498.36	3	High Velocity
615	Patagonia Outdoor Optimized executive structure	Sports	0	104	27015.49	104.00	27015.49	3	High Velocity
655	H&M Womens Automated impactful adapter	Clothing	0	104	8082.47	104.00	8082.47	3	High Velocity
826	Nike Water Sports Persevering impactful firmware	Sports	0	104	28164.71	104.00	28164.71	3	High Velocity
843	Scholastic Fiction Decentralized fresh-thinking standardization	Books	0	104	2752.97	104.00	2752.97	3	High Velocity
846	Apple Gaming Cross-group asymmetric access	Electronics	0	104	88393.82	104.00	88393.82	3	High Velocity
868	H&M Shoes Visionary multi-tasking instruction set	Clothing	0	104	21579.73	104.00	21579.73	3	High Velocity
977	Zara Womens Multi-channeled empowering conglomeration	Clothing	0	104	35657.52	104.00	35657.52	3	High Velocity
978	Penguin Non-Fiction Realigned 5thgeneration parallelism	Books	0	104	3159.14	104.00	3159.14	3	High Velocity
989	REI Water Sports Implemented exuding paradigm	Sports	0	104	17599.29	104.00	17599.29	3	High Velocity
69	REI Winter Distributed asynchronous open system	Sports	0	103	18785.14	103.00	18785.14	3	High Velocity
122	Zara Accessories Ergonomic grid-enabled pricing structure	Clothing	0	103	27242.99	103.00	27242.99	3	High Velocity
194	Home Depot Storage Fully-configurable needs-based conglomeration	Home	0	103	41537.73	103.00	41537.73	3	High Velocity
204	Scholastic Non-Fiction Automated mission-critical intranet	Books	0	103	2657.21	103.00	2657.21	3	High Velocity
214	HP Gaming Multi-channeled high-level database	Electronics	0	103	133683.48	103.00	133683.48	3	High Velocity
221	Wayfair Storage User-friendly incremental hub	Home	0	103	15991.41	103.00	15991.41	3	High Velocity
274	H&M Accessories User-friendly real-time firmware	Clothing	0	103	22900.06	103.00	22900.06	3	High Velocity
330	Nike Outdoor Future-proofed 3rdgeneration parallelism	Sports	0	103	7098.55	103.00	7098.55	3	High Velocity
352	Nike Kids Re-engineered 5thgeneration structure	Clothing	0	103	28095.14	103.00	28095.14	3	High Velocity
371	Harper Educational Re-contextualized cohesive superstructure	Books	0	103	3104.37	103.00	3104.37	3	High Velocity
413	Harper Non-Fiction Right-sized needs-based moratorium	Books	0	103	4786.42	103.00	4786.42	3	High Velocity
477	Under Armour Fitness Compatible holistic task-force	Sports	0	103	20770.94	103.00	20770.94	3	High Velocity
479	Microsoft Smartphones Multi-lateral heuristic alliance	Electronics	0	103	81625.43	103.00	81625.43	3	High Velocity
532	H&M Mens Horizontal tangible workforce	Clothing	0	103	12322.54	103.00	12322.54	3	High Velocity
575	Harper Fiction Profound 24hour matrix	Books	0	103	3791.80	103.00	3791.80	3	High Velocity
593	Nike Womens Business-focused contextually-based leverage	Clothing	0	103	4425.77	103.00	4425.77	3	High Velocity
641	Nike Mens Multi-lateral user-facing hierarchy	Clothing	0	103	18952.99	103.00	18952.99	3	High Velocity
700	Wayfair Kitchen Phased neutral attitude	Home	0	103	41722.28	103.00	41722.28	3	High Velocity
708	Target Storage Centralized national parallelism	Home	0	103	29153.59	103.00	29153.59	3	High Velocity
734	Under Armour Water Sports Customer-focused national secured line	Sports	0	103	21161.00	103.00	21161.00	3	High Velocity
807	H&M Shoes Triple-buffered transitional intranet	Clothing	0	103	11116.96	103.00	11116.96	3	High Velocity
815	Penguin Reference Persistent solution-oriented project	Books	0	103	4669.20	103.00	4669.20	3	High Velocity
844	Samsung Gaming Business-focused tangible ability	Electronics	0	103	136629.39	103.00	136629.39	3	High Velocity
850	Adidas Water Sports Function-based contextually-based customer loyalty	Sports	0	103	7583.33	103.00	7583.33	3	High Velocity
857	Gap Accessories Networked analyzing open architecture	Clothing	0	103	24889.58	103.00	24889.58	3	High Velocity
858	IKEA Furniture Progressive human-resource monitoring	Home	0	103	5881.37	103.00	5881.37	3	High Velocity
860	West Elm Furniture Cloned zero-defect adapter	Home	0	103	35232.88	103.00	35232.88	3	High Velocity
910	HP Laptops Integrated grid-enabled matrix	Electronics	0	103	57956.76	103.00	57956.76	3	High Velocity
17	Nike Fitness Team-oriented 4thgeneration knowledgebase	Sports	0	102	25293.36	102.00	25293.36	3	High Velocity
26	Apple Accessories Versatile multi-tasking conglomeration	Electronics	0	102	78314.97	102.00	78314.97	3	High Velocity
39	Levis Mens Progressive maximized moderator	Clothing	0	102	7980.21	102.00	7980.21	3	High Velocity
113	Target Garden Devolved neutral matrix	Home	0	102	18829.00	102.00	18829.00	3	High Velocity
167	Samsung Smartphones Business-focused bi-directional toolset	Electronics	0	102	40910.85	102.00	40910.85	3	High Velocity
173	Zara Kids Business-focused static intranet	Clothing	0	102	20728.54	102.00	20728.54	3	High Velocity
177	Levis Shoes Down-sized fresh-thinking collaboration	Clothing	0	102	24254.59	102.00	24254.59	3	High Velocity
225	West Elm Kitchen Integrated tangible knowledgebase	Home	0	102	28875.93	102.00	28875.93	3	High Velocity
250	Wayfair Kitchen Open-source systematic frame	Home	0	102	20321.27	102.00	20321.27	3	High Velocity
333	Nike Outdoor Front-line background info-mediaries	Sports	0	102	16620.65	102.00	16620.65	3	High Velocity
339	Target Furniture Customizable transitional middleware	Home	0	102	40652.28	102.00	40652.28	3	High Velocity
423	HP Gaming Robust multi-state utilization	Electronics	0	102	28351.47	102.00	28351.47	3	High Velocity
481	Under Armour Outdoor Intuitive web-enabled algorithm	Sports	0	102	28251.28	102.00	28251.28	3	High Velocity
555	Wayfair Storage Ameliorated logistical analyzer	Home	0	102	36682.78	102.00	36682.78	3	High Velocity
583	Nike Fitness Re-contextualized stable workforce	Sports	0	102	27425.87	102.00	27425.87	3	High Velocity
635	Adidas Team Sports Integrated contextually-based ability	Sports	0	102	10360.43	102.00	10360.43	3	High Velocity
651	Dell Tablets Exclusive value-added system engine	Electronics	0	102	166591.20	102.00	166591.20	3	High Velocity
694	Nike Womens Up-sized non-volatile website	Clothing	0	102	9051.00	102.00	9051.00	3	High Velocity
746	Random House Non-Fiction Inverse homogeneous customer loyalty	Books	0	102	5126.95	102.00	5126.95	3	High Velocity
771	Wayfair Furniture Switchable zero tolerance neural-net	Home	0	102	14575.10	102.00	14575.10	3	High Velocity
811	Nike Team Sports Customizable context-sensitive utilization	Sports	0	102	23405.56	102.00	23405.56	3	High Velocity
824	HP Accessories Balanced responsive initiative	Electronics	0	102	36427.40	102.00	36427.40	3	High Velocity
957	Harper Non-Fiction Profound bandwidth-monitored orchestration	Books	0	102	4202.09	102.00	4202.09	3	High Velocity
995	HP Smartphones Managed directional standardization	Electronics	0	102	110284.98	102.00	110284.98	3	High Velocity
33	Under Armour Outdoor Reverse-engineered 3rdgeneration framework	Sports	0	101	12214.74	101.00	12214.74	3	High Velocity
43	Nike Accessories Integrated bottom-line core	Clothing	0	101	6468.09	101.00	6468.09	3	High Velocity
111	IKEA Garden Versatile clear-thinking emulation	Home	0	101	19659.10	101.00	19659.10	3	High Velocity
115	Nike Team Sports Distributed intangible secured line	Sports	0	101	26626.36	101.00	26626.36	3	High Velocity
176	Patagonia Team Sports Function-based 24hour knowledgebase	Sports	0	101	38775.56	101.00	38775.56	3	High Velocity
184	Penguin Children Focused directional solution	Books	0	101	2701.94	101.00	2701.94	3	High Velocity
201	Random House Fiction Synergized explicit matrices	Books	0	101	1910.28	101.00	1910.28	3	High Velocity
228	Harper Reference Cross-group systemic projection	Books	0	101	3365.28	101.00	3365.28	3	High Velocity
299	H&M Mens Inverse coherent encoding	Clothing	0	101	24904.45	101.00	24904.45	3	High Velocity
385	Nike Water Sports Re-engineered content-based algorithm	Sports	0	101	5559.09	101.00	5559.09	3	High Velocity
392	Random House Educational Focused bifurcated archive	Books	0	101	3256.09	101.00	3256.09	3	High Velocity
416	McGraw Hill Educational Self-enabling attitude-oriented Internet solution	Books	0	101	2592.03	101.00	2592.03	3	High Velocity
472	Wayfair Storage Realigned maximized knowledgebase	Home	0	101	12943.62	101.00	12943.62	3	High Velocity
529	REI Winter Configurable high-level portal	Sports	0	101	25704.26	101.00	25704.26	3	High Velocity
631	Wayfair Decor Multi-layered tertiary superstructure	Home	0	101	24232.73	101.00	24232.73	3	High Velocity
647	Random House Non-Fiction Progressive stable application	Books	0	101	2514.72	101.00	2514.72	3	High Velocity
660	Patagonia Team Sports Function-based 4thgeneration analyzer	Sports	0	101	26757.06	101.00	26757.06	3	High Velocity
673	Adidas Outdoor User-friendly fresh-thinking matrices	Sports	0	101	10706.54	101.00	10706.54	3	High Velocity
765	IKEA Garden Open-architected empowering projection	Home	0	101	37524.39	101.00	37524.39	3	High Velocity
828	Samsung Tablets Focused scalable capability	Electronics	0	101	107697.10	101.00	107697.10	3	High Velocity
831	Gap Accessories Configurable secondary model	Clothing	0	101	27910.67	101.00	27910.67	3	High Velocity
873	West Elm Kitchen Re-engineered 24/7 Graphical User Interface	Home	0	101	41848.31	101.00	41848.31	3	High Velocity
895	Under Armour Water Sports Profit-focused next generation orchestration	Sports	0	101	21556.63	101.00	21556.63	3	High Velocity
917	REI Team Sports Cross-platform dedicated leverage	Sports	0	101	30234.83	101.00	30234.83	3	High Velocity
972	H&M Mens Monitored reciprocal initiative	Clothing	0	101	31552.10	101.00	31552.10	3	High Velocity
973	Nike Kids User-centric mobile capacity	Clothing	0	101	17804.93	101.00	17804.93	3	High Velocity
990	H&M Mens Sharable composite toolset	Clothing	0	101	17528.52	101.00	17528.52	3	High Velocity
73	Nike Fitness Proactive intangible middleware	Sports	0	100	15924.58	100.00	15924.58	3	High Velocity
76	Penguin Fiction Switchable user-facing database	Books	0	100	3993.53	100.00	3993.53	3	High Velocity
100	Levis Accessories Distributed optimizing implementation	Clothing	0	100	4683.85	100.00	4683.85	3	High Velocity
127	Zara Kids Multi-layered maximized benchmark	Clothing	0	100	18155.33	100.00	18155.33	3	High Velocity
206	HP Laptops Business-focused client-driven software	Electronics	0	100	126758.76	100.00	126758.76	3	High Velocity
210	Samsung Gaming Business-focused human-resource moderator	Electronics	0	100	25953.29	100.00	25953.29	3	High Velocity
280	Home Depot Kitchen Monitored intermediate Graphic Interface	Home	0	100	6877.41	100.00	6877.41	3	High Velocity
336	Under Armour Winter Implemented even-keeled access	Sports	0	100	40188.88	100.00	40188.88	3	High Velocity
377	Harper Children Fundamental transitional monitoring	Books	0	100	4954.03	100.00	4954.03	3	High Velocity
470	McGraw Hill Fiction User-centric multi-state policy	Books	0	100	5395.42	100.00	5395.42	3	High Velocity
493	REI Winter Visionary dynamic secured line	Sports	0	100	35282.20	100.00	35282.20	3	High Velocity
502	West Elm Decor Focused zero administration data-warehouse	Home	0	100	49702.35	100.00	49702.35	3	High Velocity
514	Patagonia Team Sports Pre-emptive attitude-oriented workforce	Sports	0	100	12614.04	100.00	12614.04	3	High Velocity
531	H&M Womens Operative needs-based function	Clothing	0	100	4392.27	100.00	4392.27	3	High Velocity
566	Dell Accessories Optimized dynamic ability	Electronics	0	100	173623.00	100.00	173623.00	3	High Velocity
606	McGraw Hill Educational Extended regional capability	Books	0	100	4886.95	100.00	4886.95	3	High Velocity
613	IKEA Kitchen Persevering actuating emulation	Home	0	100	26467.77	100.00	26467.77	3	High Velocity
622	Levis Womens Devolved intangible website	Clothing	0	100	6090.50	100.00	6090.50	3	High Velocity
784	Zara Womens Cross-platform systemic instruction set	Clothing	0	100	5844.79	100.00	5844.79	3	High Velocity
817	Sony Gaming Operative web-enabled database	Electronics	0	100	90033.30	100.00	90033.30	3	High Velocity
891	Patagonia Outdoor Optimized multi-state productivity	Sports	0	100	30892.64	100.00	30892.64	3	High Velocity
904	HP Smartphones Innovative object-oriented ability	Electronics	0	100	86559.44	100.00	86559.44	3	High Velocity
928	McGraw Hill Reference Face-to-face empowering encryption	Books	0	100	7173.90	100.00	7173.90	3	High Velocity
969	Gap Mens Future-proofed 6thgeneration project	Clothing	0	100	26201.19	100.00	26201.19	3	High Velocity
1000	Wayfair Decor Inverse national groupware	Home	0	100	5286.37	100.00	5286.37	3	High Velocity
13	McGraw Hill Children Mandatory scalable methodology	Books	0	99	2412.40	99.00	2412.40	3	High Velocity
89	Target Storage Open-source zero tolerance artificial intelligence	Home	0	99	10590.41	99.00	10590.41	3	High Velocity
139	Target Kitchen Persevering transitional conglomeration	Home	0	99	8724.95	99.00	8724.95	3	High Velocity
185	Wayfair Kitchen Reactive fault-tolerant frame	Home	0	99	4581.66	99.00	4581.66	3	High Velocity
346	Target Garden Organic empowering attitude	Home	0	99	27006.48	99.00	27006.48	3	High Velocity
351	Samsung Tablets User-friendly bandwidth-monitored hub	Electronics	0	99	18175.07	99.00	18175.07	4	High Velocity
369	Scholastic Educational Triple-buffered dedicated knowledgebase	Books	0	99	6994.39	99.00	6994.39	4	High Velocity
405	McGraw Hill Educational Phased attitude-oriented emulation	Books	0	99	4637.15	99.00	4637.15	4	High Velocity
445	IKEA Furniture Self-enabling system-worthy protocol	Home	0	99	18272.98	99.00	18272.98	4	High Velocity
466	Microsoft Smartphones Digitized fresh-thinking artificial intelligence	Electronics	0	99	135252.97	99.00	135252.97	4	High Velocity
474	Target Storage Quality-focused foreground moratorium	Home	0	99	37376.95	99.00	37376.95	4	High Velocity
484	Penguin Non-Fiction Team-oriented explicit productivity	Books	0	99	3355.91	99.00	3355.91	4	High Velocity
519	Zara Womens Integrated impactful definition	Clothing	0	99	10866.39	99.00	10866.39	4	High Velocity
629	Samsung Accessories Progressive optimizing process improvement	Electronics	0	99	115961.68	99.00	115961.68	4	High Velocity
756	West Elm Garden Progressive grid-enabled solution	Home	0	99	61032.71	99.00	61032.71	4	High Velocity
820	Microsoft Gaming Focused client-driven emulation	Electronics	0	99	81026.07	99.00	81026.07	4	High Velocity
865	Penguin Educational Managed value-added process improvement	Books	0	99	7863.55	99.00	7863.55	4	High Velocity
876	Adidas Winter Customizable explicit policy	Sports	0	99	11019.71	99.00	11019.71	4	High Velocity
881	Sony Smartphones Configurable non-volatile product	Electronics	0	99	50038.43	99.00	50038.43	4	High Velocity
893	Home Depot Storage User-centric fault-tolerant groupware	Home	0	99	38654.78	99.00	38654.78	4	High Velocity
918	Wayfair Kitchen Distributed regional database	Home	0	99	20520.87	99.00	20520.87	4	High Velocity
919	Nike Accessories Team-oriented coherent open system	Clothing	0	99	10369.37	99.00	10369.37	4	High Velocity
920	Nike Shoes Balanced 6thgeneration projection	Clothing	0	99	19720.24	99.00	19720.24	4	High Velocity
965	Sony Tablets Public-key cohesive utilization	Electronics	0	99	50458.00	99.00	50458.00	4	High Velocity
63	Patagonia Outdoor Multi-layered multi-tasking knowledge user	Sports	0	98	18279.78	98.00	18279.78	4	High Velocity
91	Home Depot Decor Inverse 5thgeneration application	Home	0	98	22016.54	98.00	22016.54	4	High Velocity
92	H&M Mens Mandatory eco-centric website	Clothing	0	98	1928.03	98.00	1928.03	4	High Velocity
129	Levis Womens Multi-tiered coherent alliance	Clothing	0	98	25549.56	98.00	25549.56	4	High Velocity
155	Levis Kids Profound system-worthy portal	Clothing	0	98	9853.03	98.00	9853.03	4	High Velocity
189	Home Depot Decor Cross-group mission-critical projection	Home	0	98	32713.00	98.00	32713.00	4	High Velocity
248	Adidas Mens Ameliorated asymmetric analyzer	Clothing	0	98	15089.44	98.00	15089.44	4	High Velocity
249	Wayfair Decor Down-sized responsive standardization	Home	0	98	69055.80	98.00	69055.80	4	High Velocity
256	Patagonia Winter Reduced upward-trending matrix	Sports	0	98	7081.31	98.00	7081.31	4	High Velocity
319	Random House Reference De-engineered context-sensitive project	Books	0	98	4342.18	98.00	4342.18	4	High Velocity
332	Samsung Smartphones User-friendly bifurcated extranet	Electronics	0	98	105735.72	98.00	105735.72	4	High Velocity
365	Random House Fiction Multi-tiered leadingedge collaboration	Books	0	98	3352.96	98.00	3352.96	4	High Velocity
390	Under Armour Winter Fundamental coherent task-force	Sports	0	98	13909.51	98.00	13909.51	4	High Velocity
504	Random House Educational Object-based mobile hub	Books	0	98	2732.66	98.00	2732.66	4	High Velocity
509	Home Depot Storage Synergistic multi-state methodology	Home	0	98	52490.24	98.00	52490.24	4	High Velocity
564	Nike Outdoor Diverse 6thgeneration contingency	Sports	0	98	3825.34	98.00	3825.34	4	High Velocity
574	Apple Gaming Future-proofed 3rdgeneration portal	Electronics	0	98	161267.42	98.00	161267.42	4	High Velocity
590	Microsoft Smartphones Re-contextualized 5thgeneration website	Electronics	0	98	42110.22	98.00	42110.22	4	High Velocity
640	Apple Laptops Polarized encompassing productivity	Electronics	0	98	137150.47	98.00	137150.47	4	High Velocity
662	Patagonia Fitness Compatible holistic approach	Sports	0	98	7948.68	98.00	7948.68	4	High Velocity
724	Scholastic Fiction Upgradable intermediate infrastructure	Books	0	98	6062.75	98.00	6062.75	4	High Velocity
725	Scholastic Children Integrated contextually-based intranet	Books	0	98	3403.10	98.00	3403.10	4	High Velocity
749	Apple Accessories Programmable clear-thinking focus group	Electronics	0	98	55774.96	98.00	55774.96	4	High Velocity
877	Microsoft Tablets De-engineered upward-trending website	Electronics	0	98	104846.02	98.00	104846.02	4	High Velocity
889	HP Tablets Implemented encompassing flexibility	Electronics	0	98	11019.01	98.00	11019.01	4	High Velocity
931	Zara Kids Configurable next generation analyzer	Clothing	0	98	7774.87	98.00	7774.87	4	High Velocity
974	IKEA Decor Organized impactful orchestration	Home	0	98	33356.83	98.00	33356.83	4	High Velocity
62	Zara Kids Total fresh-thinking productivity	Clothing	0	97	13568.47	97.00	13568.47	4	High Velocity
65	IKEA Garden Persevering human-resource access	Home	0	97	37536.57	97.00	37536.57	4	High Velocity
74	Nike Team Sports Up-sized multi-state process improvement	Sports	0	97	14644.43	97.00	14644.43	4	High Velocity
104	HP Laptops Expanded regional system engine	Electronics	0	97	115170.07	97.00	115170.07	4	High Velocity
121	Samsung Smartphones Implemented 5thgeneration definition	Electronics	0	97	84957.39	97.00	84957.39	4	High Velocity
160	Samsung Accessories Quality-focused directional leverage	Electronics	0	97	62143.19	97.00	62143.19	4	High Velocity
261	Zara Shoes Visionary leadingedge project	Clothing	0	97	13143.64	97.00	13143.64	4	High Velocity
449	IKEA Storage Total motivating structure	Home	0	97	14653.77	97.00	14653.77	4	High Velocity
455	Adidas Winter Enterprise-wide modular leverage	Sports	0	97	6050.29	97.00	6050.29	4	High Velocity
483	Nike Team Sports Intuitive modular migration	Sports	0	97	10461.66	97.00	10461.66	4	High Velocity
541	HP Tablets Focused responsive middleware	Electronics	0	97	86670.00	97.00	86670.00	4	High Velocity
576	Adidas Accessories Customer-focused global concept	Clothing	0	97	7099.34	97.00	7099.34	4	High Velocity
585	Penguin Children Profound zero tolerance implementation	Books	0	97	4011.27	97.00	4011.27	4	High Velocity
