cohort_month	total_customers	months_after_first_order	customers_active	retention_percentage
2022-12	31	13	14883.62	1144.893846	555522.98
2022-12	32	15	18009.34	1200.622667	573532.32
2022-12	33	6	5886.05	981.008333	579418.37
2023-01	0	179	151458.76	846.138324	151458.76
2023-01	1	14	14684.79	1048.913571	166143.55
2023-01	2	15	10018.74	667.916000	176162.29
2023-01	3	14	10348.79	739.199286	186511.08
2023-01	4	14	7670.13	547.866429	194181.21
2023-01	5	17	10651.13	626.537059	204832.34
2023-01	6	16	18343.19	1146.449375	223175.53
2023-01	7	11	9236.61	839.691818	232412.14
2023-01	8	26	19148.28	736.472308	251560.42
2023-01	9	19	18441.72	970.616842	270002.14
2023-01	10	16	15530.20	970.637500	285532.34
2023-01	11	14	19191.51	1370.822143	304723.85
2023-01	12	14	22905.45	1636.103571	327629.30
2023-01	13	24	17543.23	730.967917	345172.53
2023-01	14	12	8985.89	748.824167	354158.42
2023-01	15	11	12509.54	1137.230909	366667.96
2023-01	16	9	6633.62	737.068889	373301.58
2023-01	17	18	12942.79	719.043889	386244.37
2023-01	18	18	8887.38	493.743333	395131.75
2023-01	19	19	15989.84	841.570526	411121.59
2023-01	20	14	6853.68	489.548571	417975.27
2023-01	21	18	18311.84	1017.324444	436287.11
2023-01	22	17	14699.60	864.682353	450986.71
2023-01	23	23	28446.82	1236.818261	479433.53
2023-01	24	22	24330.67	1105.939545	503764.20
2023-01	25	13	7600.64	584.664615	511364.84
2023-01	26	14	9759.98	697.141429	521124.82
2023-01	27	15	8515.52	567.701333	529640.34
2023-01	28	19	20009.79	1053.146842	549650.13
2023-01	29	16	16038.82	1002.426250	565688.95
2023-01	30	24	32308.09	1346.170417	597997.04
2023-01	31	19	31054.31	1634.437368	629051.35
2023-01	32	7	4159.98	594.282857	633211.33
2023-02	0	158	143429.82	907.783671	143429.82
2023-02	1	20	18819.66	940.983000	162249.48
2023-02	2	13	10428.86	802.220000	172678.34
2023-02	3	15	16992.55	1132.836667	189670.89
2023-02	4	11	8651.57	786.506364	198322.46
2023-02	5	16	17378.36	1086.147500	215700.82
2023-02	6	23	21664.16	941.920000	237364.98
2023-02	7	12	8305.29	692.107500	245670.27
2023-02	8	18	14395.18	799.732222	260065.45
2023-02	9	17	12542.66	737.803529	272608.11
2023-02	10	18	13563.86	753.547778	286171.97
2023-02	11	12	16383.02	1365.251667	302554.99
2023-02	12	22	19698.54	895.388182	322253.53
2023-02	13	18	20155.81	1119.767222	342409.34
2023-02	14	13	13310.76	1023.904615	355720.10
2023-02	15	17	17222.24	1013.072941	372942.34
2023-02	16	17	11999.07	705.827647	384941.41
2023-02	17	11	8946.77	813.342727	393888.18
2023-02	18	19	23012.91	1211.205789	416901.09
2023-02	19	11	12580.74	1143.703636	429481.83
2023-02	20	13	12459.53	958.425385	441941.36
2023-02	21	10	13027.28	1302.728000	454968.64
2023-02	22	11	11100.36	1009.123636	466069.00
2023-02	23	20	19420.20	971.010000	485489.20
2023-02	24	15	15665.29	1044.352667	501154.49
2023-02	25	14	11554.16	825.297143	512708.65
2023-02	26	16	30118.57	1882.410625	542827.22
2023-02	27	20	16605.82	830.291000	559433.04
2023-02	28	18	23666.85	1314.825000	583099.89
2023-02	29	16	16180.73	1011.295625	599280.62
2023-02	30	14	13261.96	947.282857	612542.58
2023-02	31	6	6065.84	1010.973333	618608.42
2023-03	0	169	150758.45	892.061834	150758.45
2023-03	1	11	7535.45	685.040909	158293.90
2023-03	2	17	21673.06	1274.885882	179966.96
2023-03	3	11	8590.71	780.973636	188557.67
2023-03	4	20	16018.85	800.942500	204576.52
2023-03	5	20	18666.00	933.300000	223242.52
2023-03	6	21	16941.80	806.752381	240184.32
2023-03	7	14	14552.70	1039.478571	254737.02
2023-03	8	18	22337.60	1240.977778	277074.62
2023-03	9	20	19732.61	986.630500	296807.23
2023-03	10	16	14006.25	875.390625	310813.48
2023-03	11	12	9229.93	769.160833	320043.41
2023-03	12	19	15298.87	805.203684	335342.28
2023-03	13	15	14922.59	994.839333	350264.87
2023-03	14	13	12951.10	996.238462	363215.97
2023-03	15	13	7489.34	576.103077	370705.31
2023-03	16	16	9574.08	598.380000	380279.39
2023-03	17	16	22680.59	1417.536875	402959.98
2023-03	18	18	7769.53	431.640556	410729.51
2023-03	19	16	16258.08	1016.130000	426987.59
2023-03	20	15	12188.23	812.548667	439175.82
2023-03	21	15	11391.75	759.450000	450567.57
2023-03	22	19	19173.87	1009.151053	469741.44
2023-03	23	17	15054.29	885.546471	484795.73
2023-03	24	27	28217.83	1045.104815	513013.56
2023-03	25	14	10575.96	755.425714	523589.52
2023-03	26	20	31794.57	1589.728500	555384.09
2023-03	27	14	7587.89	541.992143	562971.98
2023-03	28	20	19513.35	975.667500	582485.33
2023-03	29	14	14868.07	1062.005000	597353.40
2023-03	30	6	3018.23	503.038333	600371.63
2023-04	0	170	155408.10	914.165294	155408.10
2023-04	1	18	11679.13	648.840556	167087.23
2023-04	2	21	15332.34	730.111429	182419.57
2023-04	3	18	15846.44	880.357778	198266.01
2023-04	4	16	17694.39	1105.899375	215960.40
2023-04	5	12	20217.84	1684.820000	236178.24
2023-04	6	27	20003.63	740.875185	256181.87
2023-04	7	23	27808.13	1209.049130	283990.00
2023-04	8	13	15712.87	1208.682308	299702.87
2023-04	9	26	20662.25	794.701923	320365.12
2023-04	10	12	9463.93	788.660833	329829.05
2023-04	11	26	20111.13	773.505000	349940.18
2023-04	12	26	28396.71	1092.181154	378336.89
2023-04	13	19	14148.88	744.677895	392485.77
2023-04	14	17	15641.18	920.069412	408126.95
2023-04	15	25	30681.67	1227.266800	438808.62
2023-04	16	21	20612.40	981.542857	459421.02
2023-04	17	13	16478.29	1267.560769	475899.31
2023-04	18	18	20563.19	1142.399444	496462.50
2023-04	19	16	13482.30	842.643750	509944.80
2023-04	20	19	16922.51	890.658421	526867.31
2023-04	21	22	21002.32	954.650909	547869.63
2023-04	22	17	18489.44	1087.614118	566359.07
2023-04	23	17	19827.63	1166.331176	586186.70
2023-04	24	17	23478.49	1381.087647	609665.19
2023-04	25	19	16917.48	890.393684	626582.67
2023-04	26	12	13163.13	1096.927500	639745.80
2023-04	27	18	22273.48	1237.415556	662019.28
2023-04	28	13	13453.52	1034.886154	675472.80
2023-04	29	9	4747.66	527.517778	680220.46
2023-05	0	163	150725.48	924.696196	150725.48
2023-05	1	24	18398.09	766.587083	169123.57
2023-05	2	14	8305.85	593.275000	177429.42
2023-05	3	16	11730.38	733.148750	189159.80
2023-05	4	16	7777.51	486.094375	196937.31
2023-05	5	11	9963.04	905.730909	206900.35
2023-05	6	23	17496.64	760.723478	224396.99
2023-05	7	18	14779.33	821.073889	239176.32
2023-05	8	12	11231.84	935.986667	250408.16
2023-05	9	15	10157.69	677.179333	260565.85
2023-05	10	12	12574.48	1047.873333	273140.33
2023-05	11	16	19995.17	1249.698125	293135.50
2023-05	12	18	20376.74	1132.041111	313512.24
2023-05	13	14	20081.57	1434.397857	333593.81
2023-05	14	17	18435.51	1084.441765	352029.32
2023-05	15	18	13066.66	725.925556	365095.98
2023-05	16	15	11471.64	764.776000	376567.62
2023-05	17	14	13380.47	955.747857	389948.09
2023-05	18	20	15412.02	770.601000	405360.11
2023-05	19	18	14447.73	802.651667	419807.84
2023-05	20	11	6549.71	595.428182	426357.55
2023-05	21	17	11607.84	682.814118	437965.39
2023-05	22	21	27951.51	1331.024286	465916.90
2023-05	23	17	10779.34	634.078824	476696.24
2023-05	24	16	13621.61	851.350625	490317.85
2023-05	25	17	18895.83	1111.519412	509213.68
2023-05	26	16	12428.36	776.772500	521642.04
2023-05	27	17	11146.40	655.670588	532788.44
2023-05	28	6	5015.86	835.976667	537804.30
2023-06	0	170	163917.01	964.217706	163917.01
2023-06	1	18	15450.72	858.373333	179367.73
2023-06	2	18	17206.76	955.931111	196574.49
2023-06	3	17	12964.20	762.600000	209538.69
2023-06	4	23	27687.22	1203.792174	237225.91
2023-06	5	21	20966.52	998.405714	258192.43
2023-06	6	14	17320.93	1237.209286	275513.36
2023-06	7	18	18603.94	1033.552222	294117.30
2023-06	8	20	24141.36	1207.068000	318258.66
2023-06	9	19	17269.71	908.932105	335528.37
2023-06	10	16	16496.55	1031.034375	352024.92
2023-06	11	16	16035.23	1002.201875	368060.15
2023-06	12	15	15592.31	1039.487333	383652.46
2023-06	13	16	16164.69	1010.293125	399817.15
2023-06	14	27	40927.21	1515.822593	440744.36
2023-06	15	24	18727.21	780.300417	459471.57
2023-06	16	23	23530.13	1023.049130	483001.70
2023-06	17	24	22524.59	938.524583	505526.29
2023-06	18	22	19924.50	905.659091	525450.79
2023-06	19	22	22245.06	1011.139091	547695.85
2023-06	20	22	32608.59	1482.208636	580304.44
2023-06	21	18	16209.24	900.513333	596513.68
2023-06	22	17	18166.80	1068.635294	614680.48
2023-06	23	23	25709.03	1117.783913	640389.51
2023-06	24	18	16023.43	890.190556	656412.94
2023-06	25	17	14473.22	851.365882	670886.16
2023-06	26	18	14673.09	815.171667	685559.25
2023-06	27	3	4527.86	1509.286667	690087.11
2023-07	0	201	165593.07	823.846119	165593.07
2023-07	1	25	25464.10	1018.564000	191057.17
2023-07	2	26	25804.34	992.474615	216861.51
2023-07	3	17	12570.13	739.419412	229431.64
2023-07	4	27	21520.70	797.062963	250952.34
2023-07	5	26	21161.21	813.892692	272113.55
2023-07	6	20	20628.00	1031.400000	292741.55
2023-07	7	15	15613.83	1040.922000	308355.38
2023-07	8	22	19719.93	896.360455	328075.31
2023-07	9	21	18692.45	890.116667	346767.76
2023-07	10	26	30724.65	1181.717308	377492.41
2023-07	11	14	19650.75	1403.625000	397143.16
2023-07	12	17	24594.04	1446.708235	421737.20
2023-07	13	24	22737.45	947.393750	444474.65
2023-07	14	17	13853.53	814.913529	458328.18
2023-07	15	18	13999.91	777.772778	472328.09
2023-07	16	21	19798.18	942.770476	492126.27
2023-07	17	19	21337.25	1123.013158	513463.52
2023-07	18	26	25382.98	976.268462	538846.50
2023-07	19	17	20472.41	1204.259412	559318.91
2023-07	20	22	21470.75	975.943182	580789.66
2023-07	21	9	10816.42	1201.824444	591606.08
2023-07	22	18	17729.88	984.993333	609335.96
2023-07	23	23	19868.25	863.836957	629204.21
2023-07	24	19	17532.66	922.771579	646736.87
2023-07	25	22	16187.54	735.797273	662924.41
2023-07	26	10	9015.04	901.504000	671939.45
2023-08	0	199	199071.49	1000.359246	199071.49
2023-08	1	24	23845.42	993.559167	222916.91
2023-08	2	22	23059.22	1048.146364	245976.13
2023-08	3	27	27574.27	1021.269259	273550.40
2023-08	4	34	35686.63	1049.606765	309237.03
2023-08	5	20	25304.66	1265.233000	334541.69
2023-08	6	15	12317.83	821.188667	346859.52
2023-08	7	20	17661.82	883.091000	364521.34
2023-08	8	19	20195.79	1062.936316	384717.13
2023-08	9	30	25978.34	865.944667	410695.47
2023-08	10	28	20612.22	736.150714	431307.69
2023-08	11	22	20299.99	922.726818	451607.68
2023-08	12	16	9798.93	612.433125	461406.61
2023-08	13	21	18406.01	876.476667	479812.62
2023-08	14	23	27916.96	1213.780870	507729.58
2023-08	15	26	16493.34	634.359231	524222.92
2023-08	16	20	15826.33	791.316500	540049.25
2023-08	17	18	18635.27	1035.292778	558684.52
2023-08	18	25	20216.54	808.661600	578901.06
2023-08	19	28	30940.86	1105.030714	609841.92
2023-08	20	24	31425.14	1309.380833	641267.06
2023-08	21	29	30776.39	1061.254828	672043.45
2023-08	22	27	33420.96	1237.813333	705464.41
2023-08	23	28	26497.36	946.334286	731961.77
2023-08	24	17	26831.02	1578.295294	758792.79
2023-08	25	12	9818.25	818.187500	768611.04
2023-09	0	204	192651.53	944.370245	192651.53
2023-09	1	23	22070.34	959.580000	214721.87
2023-09	2	23	10409.88	452.603478	225131.75
2023-09	3	31	23157.51	747.016452	248289.26
2023-09	4	18	12428.82	690.490000	260718.08
2023-09	5	22	26224.43	1192.019545	286942.51
2023-09	6	25	24033.32	961.332800	310975.83
2023-09	7	14	16083.85	1148.846429	327059.68
2023-09	8	19	14606.45	768.760526	341666.13
2023-09	9	25	23868.59	954.743600	365534.72
2023-09	10	27	24746.95	916.553704	390281.67
2023-09	11	20	16039.97	801.998500	406321.64
2023-09	12	26	24434.76	939.798462	430756.40
2023-09	13	24	20269.50	844.562500	451025.90
2023-09	14	19	18654.06	981.792632	469679.96
2023-09	15	20	20483.98	1024.199000	490163.94
2023-09	16	25	27261.49	1090.459600	517425.43
2023-09	17	16	12880.15	805.009375	530305.58
2023-09	18	26	21312.34	819.705385	551617.92
2023-09	19	31	31873.63	1028.181613	583491.55
2023-09	20	26	29456.40	1132.938462	612947.95
2023-09	21	23	17656.00	767.652174	630603.95
2023-09	22	25	21741.49	869.659600	652345.44
2023-09	23	20	22053.26	1102.663000	674398.70
2023-09	24	12	14235.98	1186.331667	688634.68
2023-10	0	238	229174.54	962.918235	229174.54
2023-10	1	29	34154.57	1177.743793	263329.11
2023-10	2	29	21159.20	729.627586	284488.31
2023-10	3	36	50368.59	1399.127500	334856.90
2023-10	4	22	23795.32	1081.605455	358652.22
2023-10	5	26	21235.01	816.731154	379887.23
2023-10	6	25	29918.05	1196.722000	409805.28
2023-10	7	31	26592.79	857.831935	436398.07
2023-10	8	31	24395.62	786.955484	460793.69
2023-10	9	39	43731.41	1121.318205	504525.10
2023-10	10	30	28319.52	943.984000	532844.62
2023-10	11	31	28476.16	918.585806	561320.78
2023-10	12	31	31979.67	1031.602258	593300.45
2023-10	13	26	23017.83	885.301154	616318.28
2023-10	14	31	46261.14	1492.294839	662579.42
2023-10	15	34	37451.34	1101.510000	700030.76
2023-10	16	25	18878.14	755.125600	718908.90
2023-10	17	36	37401.75	1038.937500	756310.65
2023-10	18	23	28845.32	1254.144348	785155.97
2023-10	19	26	18813.67	723.602692	803969.64
2023-10	20	31	24935.27	804.363548	828904.91
2023-10	21	32	21482.49	671.327813	850387.40
2023-10	22	33	42918.50	1300.560606	893305.90
2023-10	23	8	9175.75	1146.968750	902481.65
2023-11	0	201	185792.84	924.342488	185792.84
2023-11	1	25	29156.88	1166.275200	214949.72
2023-11	2	22	16758.93	761.769545	231708.65
2023-11	3	19	20268.46	1066.761053	251977.11
2023-11	4	28	29144.82	1040.886429	281121.93
2023-11	5	25	20521.37	820.854800	301643.30
2023-11	6	23	29045.32	1262.840000	330688.62
2023-11	7	22	16397.48	745.340000	347086.10
2023-11	8	21	19291.18	918.627619	366377.28
2023-11	9	35	34746.41	992.754571	401123.69
2023-11	10	23	23083.09	1003.612609	424206.78
2023-11	11	22	22181.20	1008.236364	446387.98
2023-11	12	21	19327.03	920.334762	465715.01
2023-11	13	35	29389.83	839.709429	495104.84
2023-11	14	26	21833.43	839.747308	516938.27
2023-11	15	23	28386.65	1234.202174	545324.92
2023-11	16	26	21511.79	827.376538	566836.71
2023-11	17	15	15998.34	1066.556000	582835.05
2023-11	18	27	19732.98	730.851111	602568.03
2023-11	19	28	31219.47	1114.981071	633787.50
2023-11	20	17	19626.74	1154.514118	653414.24
2023-11	21	24	24310.90	1012.954167	677725.14
2023-11	22	15	25245.30	1683.020000	702970.44
2023-12	0	202	208315.38	1031.264257	208315.38
2023-12	1	29	24523.91	845.652069	232839.29
2023-12	2	20	22674.40	1133.720000	255513.69
2023-12	3	31	32855.48	1059.854194	288369.17
2023-12	4	20	20459.16	1022.958000	308828.33
2023-12	5	24	23168.13	965.338750	331996.46
2023-12	6	25	23518.15	940.726000	355514.61
2023-12	7	27	15258.47	565.128519	370773.08
2023-12	8	24	22698.46	945.769167	393471.54
2023-12	9	23	19588.04	851.653913	413059.58
2023-12	10	27	20385.84	755.031111	433445.42
2023-12	11	28	29128.40	1040.300000	462573.82
2023-12	12	32	31296.62	978.019375	493870.44
2023-12	13	23	17771.77	772.685652	511642.21
2023-12	14	24	18904.52	787.688333	530546.73
2023-12	15	30	29773.86	992.462000	560320.59
2023-12	16	31	23324.56	752.405161	583645.15
2023-12	17	27	24497.24	907.305185	608142.39
2023-12	18	25	32667.89	1306.715600	640810.28
2023-12	19	23	18862.00	820.086957	659672.28
2023-12	20	24	20430.28	851.261667	680102.56
2023-12	21	12	9776.61	814.717500	689879.17
2024-01	0	229	233282.07	1018.698996	233282.07
2024-01	1	29	21542.24	742.835862	254824.31
2024-01	2	22	29105.34	1322.970000	283929.65
2024-01	3	40	51085.20	1277.130000	335014.85
2024-01	4	32	23862.42	745.700625	358877.27
2024-01	5	29	26996.76	930.922759	385874.03
2024-01	6	41	45427.47	1107.987073	431301.50
2024-01	7	32	46784.82	1462.025625	478086.32
2024-01	8	25	28636.28	1145.451200	506722.60
2024-01	9	27	22754.33	842.752963	529476.93
2024-01	10	24	17292.44	720.518333	546769.37
2024-01	11	30	33571.71	1119.057000	580341.08
2024-01	12	36	30015.24	833.756667	610356.32
2024-01	13	30	41948.86	1398.295333	652305.18
2024-01	14	49	40238.74	821.198776	692543.92
2024-01	15	29	36618.36	1262.702069	729162.28
2024-01	16	36	40233.31	1117.591944	769395.59
2024-01	17	32	44820.09	1400.627813	814215.68
2024-01	18	25	26847.92	1073.916800	841063.60
2024-01	19	26	21703.78	834.760769	862767.38
2024-01	20	5	1875.43	375.086000	864642.81
2024-02	0	203	168581.55	830.450985	168581.55
2024-02	1	19	23476.02	1235.580000	192057.57
2024-02	2	17	19640.50	1155.323529	211698.07
2024-02	3	23	18877.26	820.750435	230575.33
2024-02	4	33	34040.65	1031.534848	264615.98
2024-02	5	30	34204.60	1140.153333	298820.58
2024-02	6	29	30448.63	1049.952759	329269.21
2024-02	7	20	20280.30	1014.015000	349549.51
2024-02	8	26	16436.76	632.183077	365986.27
2024-02	9	19	18743.66	986.508421	384729.93
2024-02	10	32	40157.44	1254.920000	424887.37
2024-02	11	33	36103.14	1094.034545	460990.51
2024-02	12	17	23785.35	1399.138235	484775.86
2024-02	13	35	46954.43	1341.555143	531730.29
2024-02	14	20	19655.04	982.752000	551385.33
2024-02	15	23	29707.17	1291.616087	581092.50
2024-02	16	28	29346.92	1048.104286	610439.42
2024-02	17	31	34854.60	1124.341935	645294.02
2024-02	18	28	24091.62	860.415000	669385.64
2024-02	19	13	18492.47	1422.497692	687878.11
2024-03	0	225	222746.80	989.985778	222746.80
2024-03	1	37	29218.62	789.692432	251965.42
2024-03	2	30	22724.51	757.483667	274689.93
2024-03	3	33	40138.95	1216.331818	314828.88
2024-03	4	27	28285.84	1047.623704	343114.72
2024-03	5	40	45614.30	1140.357500	388729.02
2024-03	6	30	43297.10	1443.236667	432026.12
2024-03	7	31	27605.22	890.490968	459631.34
2024-03	8	27	21635.75	801.324074	481267.09
2024-03	9	33	34496.37	1045.344545	515763.46
2024-03	10	27	29149.41	1079.607778	544912.87
2024-03	11	29	29054.06	1001.864138	573966.93
2024-03	12	37	40297.80	1089.129730	614264.73
2024-03	13	23	17870.56	776.980870	632135.29
2024-03	14	39	45066.99	1155.563846	677202.28
2024-03	15	30	26376.76	879.225333	703579.04
2024-03	16	35	44693.20	1276.948571	748272.24
2024-03	17	33	35507.93	1075.997879	783780.17
2024-03	18	16	6437.18	402.323750	790217.35
2024-04	0	225	229534.90	1020.155111	229534.90
2024-04	1	35	29685.33	848.152286	259220.23
2024-04	2	34	30931.31	909.744412	290151.54
2024-04	3	36	30708.28	853.007778	320859.82
2024-04	4	32	32148.92	1004.653750	353008.74
2024-04	5	27	19643.76	727.546667	372652.50
2024-04	6	38	26408.99	694.973421	399061.49
2024-04	7	36	37743.77	1048.438056	436805.26
2024-04	8	29	26781.69	923.506552	463586.95
2024-04	9	37	39617.92	1070.754595	503204.87
2024-04	10	25	38202.11	1528.084400	541406.98
2024-04	11	42	45857.94	1091.855714	587264.92
2024-04	12	26	20611.67	792.756538	607876.59
2024-04	13	44	48046.82	1091.973182	655923.41
2024-04	14	38	43548.90	1146.023684	699472.31
2024-04	15	39	57652.29	1478.263846	757124.60
2024-04	16	39	42430.89	1087.971538	799555.49
2024-04	17	17	10011.27	588.898235	809566.76
2024-05	0	238	255624.26	1074.051513	255624.26
2024-05	1	33	32027.63	970.534242	287651.89
2024-05	2	34	23406.52	688.427059	311058.41
2024-05	3	30	27077.84	902.594667	338136.25
2024-05	4	50	45978.04	919.560800	384114.29
2024-05	5	43	40753.55	947.756977	424867.84
2024-05	6	37	43386.89	1172.618649	468254.73
2024-05	7	30	36524.82	1217.494000	504779.55
2024-05	8	29	35032.88	1208.030345	539812.43
2024-05	9	35	35312.38	1008.925143	575124.81
2024-05	10	29	35273.45	1216.325862	610398.26
2024-05	11	36	35214.85	978.190278	645613.11
2024-05	12	43	38483.86	894.973488	684096.97
2024-05	13	38	45313.76	1192.467368	729410.73
2024-05	14	43	54466.46	1266.661860	783877.19
2024-05	15	42	51772.33	1232.674524	835649.52
2024-05	16	19	20761.79	1092.725789	856411.31
2024-06	0	239	227297.23	951.034435	227297.23
2024-06	1	40	51044.36	1276.109000	278341.59
2024-06	2	36	40602.03	1127.834167	318943.62
2024-06	3	38	41761.23	1098.979737	360704.85
2024-06	4	41	49624.99	1210.365610	410329.84
2024-06	5	42	50638.71	1205.683571	460968.55
2024-06	6	41	42905.02	1046.463902	503873.57
2024-06	7	44	50616.95	1150.385227	554490.52
2024-06	8	27	30714.69	1137.581111	585205.21
2024-06	9	31	29831.95	962.320968	615037.16
2024-06	10	35	31602.75	902.935714	646639.91
2024-06	11	36	37358.18	1037.727222	683998.09
2024-06	12	30	26931.38	897.712667	710929.47
2024-06	13	45	42344.22	940.982667	753273.69
2024-06	14	46	41769.38	908.030000	795043.07
2024-06	15	13	9099.79	699.983846	804142.86
2024-07	0	263	273120.83	1038.482243	273120.83
2024-07	1	44	44550.34	1012.507727	317671.17
2024-07	2	52	57153.21	1099.100192	374824.38
2024-07	3	54	58270.58	1079.084815	433094.96
2024-07	4	44	32301.01	734.113864	465395.97
2024-07	5	54	55487.46	1027.545556	520883.43
2024-07	6	46	39969.50	868.902174	560852.93
2024-07	7	38	35283.63	928.516579	596136.56
2024-07	8	55	51944.34	944.442545	648080.90
2024-07	9	47	57809.05	1229.979787	705889.95
2024-07	10	50	45139.95	902.799000	751029.90
2024-07	11	46	47344.29	1029.223696	798374.19
2024-07	12	39	46503.41	1192.395128	844877.60
2024-07	13	46	32405.02	704.456957	877282.62
2024-07	14	13	13340.42	1026.186154	890623.04
2024-08	0	267	229851.43	860.866779	229851.43
2024-08	1	49	35819.08	731.001633	265670.51
2024-08	2	43	39127.30	909.937209	304797.81
2024-08	3	41	41345.23	1008.420244	346143.04
2024-08	4	47	55042.28	1171.112340	401185.32
2024-08	5	45	37881.27	841.806000	439066.59
2024-08	6	32	28501.48	890.671250	467568.07
2024-08	7	54	65643.44	1215.619259	533211.51
2024-08	8	39	36701.81	941.072051	569913.32
2024-08	9	45	34221.37	760.474889	604134.69
2024-08	10	36	36029.86	1000.829444	640164.55
2024-08	11	46	40920.97	889.586304	681085.52
2024-08	12	34	43536.88	1280.496471	724622.40
2024-08	13	20	17758.46	887.923000	742380.86
2024-09	0	258	256283.39	993.346473	256283.39
2024-09	1	42	48698.80	1159.495238	304982.19
2024-09	2	41	37104.58	904.989756	342086.77
2024-09	3	38	50688.44	1333.906316	392775.21
2024-09	4	51	60493.70	1186.150980	453268.91
2024-09	5	33	31570.04	956.667879	484838.95
2024-09	6	45	33917.65	753.725556	518756.60
2024-09	7	37	45399.11	1227.002973	564155.71
2024-09	8	42	44760.05	1065.715476	608915.76
2024-09	9	41	32294.60	787.673171	641210.36
2024-09	10	50	48944.87	978.897400	690155.23
2024-09	11	38	42555.28	1119.875789	732710.51
2024-09	12	18	14106.61	783.700556	746817.12
2024-10	0	279	284548.65	1019.887634	284548.65
2024-10	1	50	45122.23	902.444600	329670.88
2024-10	2	57	62796.41	1101.691404	392467.29
2024-10	3	55	58666.55	1066.664545	451133.84
2024-10	4	47	48220.64	1025.971064	499354.48
2024-10	5	58	56605.83	975.962586	555960.31
2024-10	6	45	50988.95	1133.087778	606949.26
2024-10	7	57	55561.14	974.756842	662510.40
2024-10	8	50	34608.41	692.168200	697118.81
2024-10	9	54	60911.27	1127.986481	758030.08
2024-10	10	51	48602.46	952.989412	806632.54
2024-10	11	13	16803.46	1292.573846	823436.00
2024-11	0	273	274441.55	1005.280403	274441.55
2024-11	1	72	83313.88	1157.137222	357755.43
2024-11	2	62	67495.70	1088.640323	425251.13
2024-11	3	62	72877.64	1175.445806	498128.77
2024-11	4	51	58762.22	1152.200392	556890.99
2024-11	5	67	77483.71	1156.473284	634374.70
2024-11	6	62	71124.79	1147.174032	705499.49
2024-11	7	53	75725.55	1428.783962	781225.04
2024-11	8	54	46390.22	859.078148	827615.26
2024-11	9	61	86908.54	1424.730164	914523.80
2024-11	10	29	27357.69	943.368621	941881.49
2024-12	0	318	326100.39	1025.472925	326100.39
2024-12	1	80	83159.00	1039.487500	409259.39
2024-12	2	58	65637.80	1131.686207	474897.19
2024-12	3	81	80592.96	994.974815	555490.15
2024-12	4	74	72735.07	982.906351	628225.22
2024-12	5	70	69817.41	997.391571	698042.63
2024-12	6	68	82952.95	1219.896324	780995.58
2024-12	7	88	105582.31	1199.798977	886577.89
2024-12	8	62	55358.35	892.876613	941936.24
2024-12	9	45	48315.27	1073.672667	990251.51
2025-01	0	280	263364.08	940.586000	263364.08
2025-01	1	74	68018.42	919.167838	331382.50
2025-01	2	72	88375.95	1227.443750	419758.45
2025-01	3	67	62729.76	936.265075	482488.21
2025-01	4	60	62779.55	1046.325833	545267.76
2025-01	5	70	91356.40	1305.091429	636624.16
2025-01	6	82	87076.93	1061.913780	723701.09
2025-01	7	60	72224.82	1203.747000	795925.91
2025-01	8	35	23610.14	674.575429	819536.05
2025-02	0	269	291736.92	1084.523866	291736.92
2025-02	1	65	84887.59	1305.962923	376624.51
2025-02	2	66	76554.74	1159.920303	453179.25
2025-02	3	65	72558.62	1116.286462	525737.87
2025-02	4	82	98814.12	1205.050244	624551.99
2025-02	5	78	102688.76	1316.522564	727240.75
2025-02	6	74	84731.65	1145.022297	811972.40
2025-02	7	27	26503.44	981.608889	838475.84
2025-03	0	303	353046.57	1165.170198	353046.57
2025-03	1	82	96619.13	1178.282073	449665.70
2025-03	2	86	123827.41	1439.853605	573493.11
2025-03	3	91	100966.08	1109.517363	674459.19
2025-03	4	91	110600.51	1215.390220	785059.70
2025-03	5	95	105449.42	1109.993895	890509.12
2025-03	6	45	49486.66	1099.703556	939995.78
2025-04	0	294	340079.67	1156.733571	340079.67
2025-04	1	108	138872.20	1285.853704	478951.87
2025-04	2	95	126964.04	1336.463579	605915.91
2025-04	3	91	107899.38	1185.707473	713815.29
2025-04	4	103	129564.82	1257.910874	843380.11
2025-04	5	41	41529.08	1012.904390	884909.19
2025-05	0	272	325044.18	1195.015368	325044.18
2025-05	1	113	141869.22	1255.479823	466913.40
2025-05	2	110	117655.32	1069.593818	584568.72
2025-05	3	115	155847.13	1355.192435	740415.85
2025-05	4	57	56660.64	994.046316	797076.49
2025-06	0	311	363425.06	1168.569325	363425.06
2025-06	1	137	236704.81	1727.772336	600129.87
2025-06	2	138	199274.14	1444.015507	799404.01
2025-06	3	79	75128.49	950.993544	874532.50
2025-07	0	340	457347.20	1345.138824	457347.20
2025-07	1	184	326285.33	1773.289837	783632.53
2025-07	2	104	137225.25	1319.473558	920857.78
2025-08	0	376	590000.00	1569.148936	590000.00
2025-08	1	175	307584.83	1757.627600	897584.83
2025-09	0	167	373176.72	2234.591138	373176.72
customer_frequency_segment	customer_count	avg_ltv	avg_order_value	avg_order_frequency	avg_lifespan_days	total_segment_revenue
High Frequency (7+ orders)	1238	7608.671260	433.0971323708	8.3554	580.1438	9419535.02
Medium Frequency (4-6 orders)	3007	4348.105191	431.6446981187	4.7908	479.1709	13074752.31
